id,income
50001,34788.53213386939
50002,28697.50126571915
50003,45851.95769727347
50004,28100.95647326529
50005,37760.99558040001
50006,42338.36050146964
50007,20666.025312273494
50008,56995.02116794455
50009,32199.457353220554
50010,49440.73799083601
50011,24861.952020371402
50012,22932.704020652553
50013,69846.02420210507
50014,59326.66905170852
50015,117574.19214127804
50016,31198.591406959054
50017,48016.477096432965
50018,48618.9857539691
50019,27985.476842601845
50020,30731.479614813816
50021,23633.34665532249
50022,72470.19259978925
50023,31093.5368624071
50024,37450.013948469845
50025,23369.35753909387
50026,174867.1099317349
50027,33088.25619185378
50028,33023.66959709539
50029,36674.62312648839
50030,34573.310270611735
50031,23089.46491267695
50032,85666.68835404367
50033,26554.11165152048
50034,23234.660213969037
50035,82147.77503970833
50036,34354.68584229668
50037,45512.18847307662
50038,28458.35527952438
50039,55156.798992674005
50040,31937.027891272763
50041,86818.85907408761
50042,32317.671786507563
50043,20642.28054320569
50044,46028.26376564612
50045,27147.50776343989
50046,39829.9620569489
50047,45975.050586840065
50048,35300.01884552089
50049,36711.504348483264
50050,34502.301671763824
50051,33508.46596471908
50052,49077.10375997411
50053,92909.94739819007
50054,65130.66503186359
50055,42451.50328837828
50056,50831.393586805345
50057,37972.63219868366
50058,28829.421389765557
50059,23846.418974658158
50060,49546.66443351969
50061,48738.02448368627
50062,146208.99790977
50063,39051.11704471999
50064,34812.31319523271
50065,44727.13039085097
50066,31143.02665995386
50067,148169.07114956767
50068,34208.11855576061
50069,28911.81602431594
50070,42267.81060606059
50071,40509.76918433304
50072,24973.596820663
50073,33084.44646440889
50074,51521.938010518876
50075,44424.8436312791
50076,25812.81248712392
50077,54324.38142821229
50078,55007.889184998014
50079,59672.60138799111
50080,129425.54510767008
50081,39294.2215636101
50082,27269.954525457928
50083,38444.88054510849
50084,36711.504348483264
50085,35564.015650199464
50086,91164.85978585394
50087,24303.476368344305
50088,66558.9386001855
50089,90739.04645603793
50090,24466.88758713945
50091,20551.516983457353
50092,43536.421321039976
50093,28329.91067797814
50094,32834.91939231388
50095,45109.14740162576
50096,34659.37457069075
50097,26036.858647077082
50098,41532.83101813907
50099,18601.802799557998
50100,37082.076751679706
50101,31869.054473304477
50102,77867.55406547355
50103,28181.601642129932
50104,37923.302953064696
50105,35170.047784607756
50106,59383.63833719599
50107,41105.31158929649
50108,114334.00380909942
50109,64521.09242065124
50110,33824.741048803065
50111,85674.98181312153
50112,28610.99383152335
50113,97308.0856395926
50114,25887.375635759152
50115,86057.36359778851
50116,139584.2749868306
50117,28921.588622639974
50118,25171.205452742997
50119,40791.46926113102
50120,52271.591404338695
50121,35492.75758800023
50122,73003.1965844613
50123,89807.1239038739
50124,21845.118283790907
50125,53335.58106580848
50126,62902.623704039324
50127,23393.061819716237
50128,24373.532875921806
50129,39884.407194929256
50130,33773.18054421887
50131,21766.24654430537
50132,26554.11165152048
50133,67098.66380008022
50134,24208.192068389122
50135,29516.943669677235
50136,43881.622448629794
50137,22998.302419802418
50138,34295.19975578257
50139,48213.47096530921
50140,112857.35787220024
50141,34526.52730134503
50142,51024.59444017456
50143,48385.84828488503
50144,41894.59082427452
50145,44172.70080899081
50146,24232.23115719876
50147,84147.97350280441
50148,33071.4816119553
50149,18502.4077379024
50150,77389.9215996422
50151,22637.955838168986
50152,39597.84077728108
50153,39255.47441480089
50154,113438.99833267868
50155,21654.8943972694
50156,43656.45021400171
50157,48225.06579041875
50158,83390.42412081383
50159,35089.30583722611
50160,36589.0389874303
50161,39120.59460641698
50162,52197.000219551686
50163,16969.652779679083
50164,26527.067536896167
50165,111754.9342276081
50166,21328.146720926132
50167,22209.64221004671
50168,34371.49670858958
50169,40575.04403474064
50170,26984.219158031385
50171,91620.42217015011
50172,24566.193611127426
50173,51494.700336428265
50174,34208.11855576061
50175,28849.506781407777
50176,28369.051910679605
50177,31697.910741055013
50178,31740.884160773876
50179,51432.97310730592
50180,99355.65898815668
50181,28551.064836108042
50182,84611.53358471235
50183,61327.178247406206
50184,31594.695698376658
50185,43577.10341928453
50186,36155.15179230814
50187,42929.25067416244
50188,83302.88080048605
50189,37923.302953064696
50190,34704.22951770228
50191,45842.829915440576
50192,98298.11825777429
50193,33165.31617320588
50194,22576.603834074424
50195,65943.67858062989
50196,26521.711112702444
50197,45088.6455884483
50198,34446.76939363594
50199,32202.7801265681
50200,36711.504348483264
50201,166496.29188621833
50202,53827.78616563174
50203,56740.31369774017
50204,64812.12222130105
50205,37923.302953064696
50206,19668.419055722698
50207,49426.082404805245
50208,109170.52406956331
50209,34208.11855576061
50210,29198.263586901434
50211,49212.158254370326
50212,25047.46488233988
50213,26554.11165152048
50214,28338.808141532565
50215,82379.53562476396
50216,28429.14929759783
50217,98800.24815114366
50218,36678.23686296406
50219,65891.91835576703
50220,79764.13061027377
50221,26666.740235511617
50222,33758.83312457859
50223,87791.6978878105
50224,36711.504348483264
50225,34503.2356710627
50226,31722.338438131912
50227,90229.12927762812
50228,29453.385147730634
50229,55831.32183154325
50230,73485.80314130314
50231,33216.16750406457
50232,100943.7966037231
50233,30995.467106422988
50234,29639.647083609543
50235,43002.7448385601
50236,41239.99443935707
50237,45271.241000013055
50238,20009.986571654044
50239,25512.707504249625
50240,26551.475517328934
50241,60868.848675017776
50242,44416.1802037935
50243,39156.276662437136
50244,30193.566386672956
50245,51183.17865467866
50246,47154.09163956958
50247,36260.67200854701
50248,37568.517013902856
50249,50433.74059183851
50250,18272.759180998677
50251,105373.06356878419
50252,20137.84634427321
50253,42167.84902640313
50254,39722.69105235236
50255,47703.87462202402
50256,33841.16188518388
50257,156063.79401725729
50258,53708.56272240834
50259,37867.90473986798
50260,24274.727177584315
50261,29495.05971572637
50262,41129.92083857834
50263,27511.006036447223
50264,31425.96542591395
50265,37671.75843513317
50266,33651.68251984589
50267,78720.98562218765
50268,88569.34794535529
50269,55708.915842327566
50270,26456.53854839617
50271,57563.58552931715
50272,45428.85159113334
50273,31803.322751557218
50274,27299.342299219992
50275,29946.62692351509
50276,98869.64222623782
50277,30231.86959853872
50278,34289.66137130842
50279,33606.63028773965
50280,30049.976731572064
50281,38554.40170453329
50282,37582.50298639269
50283,24105.016600015057
50284,22639.830555065837
50285,70162.29668796674
50286,78887.96810546695
50287,27651.972108269278
50288,23478.490517566162
50289,27484.798331742208
50290,71678.21984046217
50291,117392.66379698731
50292,30279.938322415008
50293,60394.06024956294
50294,40537.0308797336
50295,42722.77654483459
50296,22626.7354938697
50297,34048.56479361296
50298,29385.003783797907
50299,50950.22663465405
50300,43992.589766769175
50301,23371.245919009372
50302,32478.974012099003
50303,65729.57247246215
50304,23454.643721563327
50305,36966.84687616305
50306,49839.90698190699
50307,41953.9113835511
50308,32671.544200135093
50309,96530.8303526539
50310,30580.183061219836
50311,30445.488362903146
50312,34208.11855576061
50313,37948.85202207493
50314,47762.85700573938
50315,38619.186476707
50316,54687.53764536116
50317,33189.72762123498
50318,24988.389204858784
50319,37624.137396057675
50320,28793.963058591733
50321,133115.38567978438
50322,27448.484660764076
50323,23445.164820860253
50324,73159.11221621516
50325,18854.930617011334
50326,18714.70445952039
50327,30338.42339115919
50328,33765.26033743256
50329,72263.41771627068
50330,29972.253705444877
50331,49084.926468368794
50332,64717.05353452874
50333,85430.23393740314
50334,29453.385147730634
50335,162575.8479698406
50336,45151.113957964204
50337,39874.432019648746
50338,36257.7796272355
50339,27651.972108269278
50340,32388.638930468365
50341,28500.197285147002
50342,25100.634494976977
50343,24069.990842490843
50344,39427.19505249653
50345,23190.842988710632
50346,61471.262338968234
50347,38152.32290295427
50348,50613.1503121062
50349,29453.385147730634
50350,89090.10202808885
50351,26990.32432074284
50352,48559.053492989646
50353,44240.97670630025
50354,49768.57402367154
50355,48065.81928597719
50356,52074.746586016314
50357,29011.960289371476
50358,59405.12796048979
50359,171530.53277767982
50360,59137.25454925825
50361,37793.3086121395
50362,27183.222620516735
50363,41859.011714592576
50364,27186.197301881133
50365,69221.25239616763
50366,114837.59550090435
50367,54105.91327055298
50368,37308.738336010385
50369,44191.099952047094
50370,80400.82769239771
50371,30472.362218203893
50372,39214.81765130294
50373,31337.415059312898
50374,45418.4764730883
50375,48695.70711151595
50376,23285.49604235634
50377,130496.00625629963
50378,64202.570616475045
50379,33282.30283667374
50380,135911.653738805
50381,56700.09191625367
50382,34866.67655955156
50383,40835.58978510946
50384,35647.255595195995
50385,22857.234064138484
50386,32456.518777781876
50387,50058.470766247825
50388,29198.263586901434
50389,79289.97597264295
50390,50331.926531801524
50391,50863.987558964975
50392,29310.10054589607
50393,53083.3665998604
50394,21357.003623182176
50395,25408.774041178553
50396,32503.638398237472
50397,20115.941433566437
50398,29790.982564820803
50399,20750.704396583802
50400,30429.598577169483
50401,36283.15266015375
50402,49638.20900060924
50403,58154.05696689793
50404,22450.264614384585
50405,31268.057720377095
50406,31776.39909313219
50407,33444.05645210483
50408,66574.53724805616
50409,65524.86327561327
50410,85395.75090831942
50411,39130.216091914626
50412,27031.969992769536
50413,40197.26664039435
50414,21233.938353569727
50415,48778.1349222673
50416,109063.79710646771
50417,25092.255915847072
50418,25569.76336178152
50419,41894.24947274948
50420,48579.15741673043
50421,63920.95116030601
50422,44416.1802037935
50423,30876.057739273678
50424,64942.99905293366
50425,29880.040181567663
50426,36926.03019855962
50427,33749.04103793937
50428,31394.53490914829
50429,29579.763358979453
50430,42924.1529918482
50431,24357.19926630158
50432,37218.43013092858
50433,24691.095113851126
50434,62154.45579204365
50435,54298.10432459696
50436,32775.505712409875
50437,25789.05741420602
50438,36494.413893081466
50439,49755.544224007856
50440,65771.73921095247
50441,18702.014432949036
50442,41642.55271117771
50443,63472.103121491506
50444,44834.2641780734
50445,20750.089571376342
50446,47485.049245688955
50447,33697.21489295019
50448,48450.34579571616
50449,33703.17512577389
50450,118870.3935721142
50451,58223.25018873712
50452,52990.66469869999
50453,41624.9334758379
50454,131989.81912776764
50455,89226.38367918631
50456,40551.872658215536
50457,75627.74937562438
50458,21914.972279731322
50459,40724.84232443475
50460,40563.002588098185
50461,32148.212003682605
50462,90194.69254756253
50463,81299.64346540974
50464,25311.94505058632
50465,30694.860509018436
50466,32994.608681523154
50467,50829.09640604494
50468,25849.846463062797
50469,25671.783654383104
50470,65160.74391604266
50471,33989.9302772391
50472,59974.41624225449
50473,18841.317327409444
50474,37398.16783819166
50475,83651.69193649391
50476,22720.072424178856
50477,38589.13248189717
50478,79467.96485658734
50479,75770.0818679234
50480,70461.69805194809
50481,41160.17293597257
50482,30259.81756152345
50483,38572.70575008926
50484,30404.981149091396
50485,149233.89677479386
50486,35537.243006993
50487,37692.45465043693
50488,32871.2600850122
50489,71075.3153178521
50490,28072.254330128908
50491,48937.63802155018
50492,77778.11765752715
50493,25452.014633739218
50494,50078.03457490222
50495,162312.69826007326
50496,35660.361664301876
50497,19578.3563192548
50498,107781.07707273994
50499,31202.896241139635
50500,25411.941523589372
50501,66296.52702036526
50502,57535.76949684306
50503,48327.01935596971
50504,43404.67997688586
50505,46281.801305254514
50506,82533.5683497187
50507,51535.60511437469
50508,77073.8537873805
50509,32443.63100543248
50510,39869.90100912159
50511,20302.761847837686
50512,41255.86060504683
50513,34846.68304291341
50514,55541.54498279498
50515,59726.90336503881
50516,47448.9881923632
50517,28697.992811926644
50518,43060.510656122344
50519,107371.55151934411
50520,35888.92006604506
50521,44416.1802037935
50522,84201.55470101796
50523,59631.818281649554
50524,46861.61924005722
50525,26113.875592980796
50526,34208.11855576061
50527,64095.0789080201
50528,41255.82727949801
50529,40113.471209346215
50530,26067.196732773566
50531,25349.511636024803
50532,56024.00715383687
50533,47296.73765123765
50534,36711.504348483264
50535,31940.177531821857
50536,59569.33327260797
50537,27651.972108269278
50538,127336.97343995879
50539,44364.672189652454
50540,77140.32479285423
50541,24252.125619840946
50542,26030.579148605735
50543,41191.70442957607
50544,42420.04428659575
50545,34722.91733919675
50546,54542.24143911643
50547,30234.468195699188
50548,22855.401870460693
50549,105368.70258387983
50550,51795.775610010896
50551,25468.28618603619
50552,39545.16536120376
50553,35146.2130825401
50554,42229.48441101382
50555,54685.592101555114
50556,40363.056666715864
50557,18897.54921886908
50558,179493.1420466788
50559,39917.66593642266
50560,50822.948944029835
50561,22384.25391275392
50562,17051.795528516817
50563,37923.302953064696
50564,136854.58823855885
50565,17626.72135397559
50566,48053.201447245556
50567,32886.541817616526
50568,53939.48337528486
50569,30318.166575770287
50570,33161.21765933514
50571,60754.16493228996
50572,17276.837257762127
50573,76539.21532878885
50574,27606.128013799073
50575,37221.255116056964
50576,101341.81606302192
50577,19790.56460325184
50578,39803.757937023416
50579,24454.674326658875
50580,22223.784733669454
50581,23248.345140153964
50582,43353.65383558647
50583,23891.244412508604
