id,income
50001,23120.154
50002,24674.777
50003,28113.488
50004,22545.295
50005,33658.59
50006,24487.758
50007,24649.645
50008,43275.56
50009,22442.34
50010,34419.684
50011,24649.645
50012,26381.574
50013,47358.285
50014,31186.355
50015,61119.05
50016,25285.115
50017,35793.664
50018,27745.033
50019,24640.326
50020,27208.639
50021,19480.795
50022,44404.37
50023,25285.115
50024,35741.56
50025,19114.396
50026,119000.945
50027,25754.633
50028,24804.41
50029,24416.984
50030,25057.6
50031,19114.396
50032,71883.19
50033,24649.645
50034,22545.295
50035,56568.492
50036,25839.693
50037,34244.312
50038,22442.34
50039,35714.87
50040,23936.102
50041,60600.08
50042,34509.367
50043,27004.596
50044,23015.578
50045,24608.799
50046,27510.416
50047,35223.742
50048,26808.984
50049,26808.984
50050,31795.684
50051,29318.898
50052,31602.977
50053,51136.883
50054,50985.977
50055,27926.518
50056,34947.49
50057,24462.975
50058,25316.938
50059,20000.338
50060,28873.139
50061,35846.12
50062,72451.414
50063,20859.316
50064,22931.896
50065,23947.467
50066,29285.773
50067,80019.05
50068,24608.799
50069,22442.34
50070,27505.803
50071,25285.115
50072,21868.979
50073,22442.34
50074,30090.15
50075,30651.988
50076,24608.799
50077,36832.957
50078,33819.42
50079,34172.68
50080,102842.26
50081,23848.373
50082,32134.906
50083,19633.94
50084,26808.984
50085,22618.783
50086,58466.082
50087,23975.771
50088,41121.992
50089,69452.68
50090,19825.441
50091,21868.979
50092,24882.705
50093,27159.555
50094,24899.207
50095,33238.523
50096,24685.307
50097,22637.953
50098,33072.36
50099,26808.984
50100,25552.686
50101,23848.84
50102,31614.86
50103,24608.799
50104,22545.295
50105,25285.115
50106,28692.146
50107,35096.46
50108,73100.016
50109,29521.72
50110,21120.748
50111,58702.98
50112,24608.799
50113,81603.414
50114,22933.287
50115,73407.234
50116,67416.08
50117,23345.354
50118,21176.686
50119,22442.34
50120,27396.158
50121,26229.002
50122,33467.297
50123,43570.54
50124,24649.645
50125,30769.879
50126,31480.785
50127,21868.979
50128,22442.34
50129,23327.406
50130,27159.555
50131,19114.396
50132,24649.645
50133,28965.332
50134,23438.203
50135,19114.396
50136,28700.15
50137,19114.396
50138,23936.854
50139,38580.934
50140,75050.17
50141,23121.06
50142,34270.926
50143,29387.174
50144,29285.773
50145,28229.852
50146,35433.64
50147,53275.555
50148,21297.543
50149,17193.727
50150,37827.117
50151,22545.295
50152,26786.746
50153,22339.904
50154,79158.516
50155,21868.979
50156,28687.61
50157,34539.598
50158,45736.156
50159,25236.418
50160,25075.488
50161,27695.334
50162,34889.12
50163,26808.984
50164,17769.389
50165,40704.086
50166,21868.979
50167,19920.656
50168,20806.596
50169,27264.979
50170,20236.127
50171,47889.496
50172,17797.729
50173,48061.008
50174,24608.799
50175,29285.773
50176,31335.617
50177,24617.584
50178,22271.865
50179,27375.105
50180,82624.414
50181,27465.113
50182,32134.906
50183,40194.742
50184,23295.125
50185,29632.48
50186,26285.953
50187,25285.115
50188,37433.57
50189,22545.295
50190,24899.207
50191,38654.81
50192,69073.79
50193,33984.45
50194,19114.396
50195,27719.223
50196,22428.346
50197,33238.523
50198,27678.844
50199,22442.34
50200,26808.984
50201,73389.266
50202,33511.637
50203,28903.904
50204,47137.312
50205,22545.295
50206,19114.396
50207,22545.295
50208,67398.03
50209,24608.799
50210,21868.979
